time,category,country,carbon_emission,unixtime
2021/10/4,Total,China,26692.01218,1633305600
2021/10/5,Total,China,27371.31721,1633392000
2021/10/6,Total,China,27710.77469,1633478400
2021/10/7,Total,China,27948.95547,1633564800
2021/10/8,Total,China,27219.54402,1633651200
2021/10/9,Total,China,27034.30609,1633737600
2021/10/10,Total,China,26872.91233,1633824000
2021/10/11,Total,China,26906.56619,1633910400
2021/10/12,Total,China,26502.73226,1633996800
2021/10/13,Total,China,26655.95628,1634083200
2021/10/14,Total,China,27052.66158,1634169600
2021/10/15,Total,China,27555.1894,1634256000
2021/10/16,Total,China,27726.13799,1634342400
2021/10/17,Total,China,27316.00553,1634428800
2021/10/18,Total,China,27082.60924,1634515200
2021/10/19,Total,China,27255.55052,1634601600
2021/10/20,Total,China,28295.79676,1634688000
2021/10/21,Total,China,28635.96616,1634774400
2021/10/22,Total,China,28295.0468,1634860800
2021/10/23,Total,China,28006.67151,1634947200
2021/10/24,Total,China,27908.81682,1635033600
2021/10/25,Total,China,27595.75728,1635120000
2021/10/26,Total,China,27668.17224,1635206400
2021/10/27,Total,China,27999.33214,1635292800
2021/10/28,Total,China,28538.62564,1635379200
2021/10/29,Total,China,28492.50685,1635465600
2021/10/30,Total,China,28492.15034,1635552000
2021/10/31,Total,China,28769.79891,1635638400
2021/11/1,Total,China,29040.34499,1635724800
2021/11/2,Total,China,29404.24196,1635811200
2021/11/3,Total,China,29180.94444,1635897600
2021/11/4,Total,China,28902.71389,1635984000
2021/11/5,Total,China,28673.3458,1636070400
2021/11/6,Total,China,29079.15229,1636156800
2021/11/7,Total,China,30034.11936,1636243200
2021/11/8,Total,China,29603.34595,1636329600
2021/11/9,Total,China,29429.93435,1636416000
2021/11/10,Total,China,29188.07974,1636502400
2021/11/11,Total,China,29524.00279,1636588800
2021/11/12,Total,China,29719.5054,1636675200
2021/11/13,Total,China,29807.70746,1636761600
2021/11/14,Total,China,29769.92075,1636848000
2021/11/15,Total,China,30123.48175,1636934400
2021/11/16,Total,China,30157.00898,1637020800
2021/11/17,Total,China,30136.38544,1637107200
2021/11/18,Total,China,29811.92997,1637193600
2021/11/19,Total,China,30276.79235,1637280000
2021/11/20,Total,China,30911.03111,1637366400
2021/11/21,Total,China,31375.22391,1637452800
2021/11/22,Total,China,31396.66585,1637539200
2021/11/23,Total,China,31605.12688,1637625600
2021/11/24,Total,China,31556.45405,1637712000
2021/11/25,Total,China,32355.27943,1637798400
2021/11/26,Total,China,32297.05273,1637884800
2021/11/27,Total,China,31923.92479,1637971200
2021/11/28,Total,China,30941.84164,1638057600
2021/11/29,Total,China,31408.37102,1638144000
2021/11/30,Total,China,32030.8172,1638230400
2021/12/1,Total,China,31491.77526,1638316800
2021/12/2,Total,China,31224.12072,1638403200
2021/12/3,Total,China,31065.13261,1638489600
2021/12/4,Total,China,31350.61171,1638576000
2021/12/5,Total,China,31594.21975,1638662400
2021/12/6,Total,China,31404.68725,1638748800
2021/12/7,Total,China,32165.68355,1638835200
2021/12/8,Total,China,32721.62751,1638921600
2021/12/9,Total,China,32918.11394,1639008000
2021/12/10,Total,China,32772.39593,1639094400
2021/12/11,Total,China,33095.79278,1639180800
2021/12/12,Total,China,33157.52406,1639267200
2021/12/13,Total,China,33267.85915,1639353600
2021/12/14,Total,China,32974.43752,1639440000
2021/12/15,Total,China,33388.56427,1639526400
2021/12/16,Total,China,33960.42814,1639612800
2021/12/17,Total,China,34418.98034,1639699200
2021/12/18,Total,China,34324.34852,1639785600
2021/12/19,Total,China,33484.27377,1639872000
2021/12/20,Total,China,33349.04659,1639958400
2021/12/21,Total,China,33499.37502,1640044800
2021/12/22,Total,China,34589.26234,1640131200
2021/12/23,Total,China,35101.64708,1640217600
2021/12/24,Total,China,35625.52102,1640304000
2021/12/25,Total,China,36091.31464,1640390400
2021/12/26,Total,China,36682.49538,1640476800
2021/12/27,Total,China,36526.20647,1640563200
2021/12/28,Total,China,36813.6362,1640649600
2021/12/29,Total,China,36730.57516,1640736000
2021/12/30,Total,China,36244.93538,1640822400
2021/12/31,Total,China,36474.23738,1640908800
2022/1/1,Total,China,35145.621,1640995200
2022/1/2,Total,China,34866.80322,1641081600
2022/1/3,Total,China,34978.70021,1641168000
2022/1/4,Total,China,35489.95052,1641254400
2022/1/5,Total,China,35806.2666,1641340800
2022/1/6,Total,China,36091.27316,1641427200
2022/1/7,Total,China,36167.88267,1641513600
2022/1/8,Total,China,35940.92487,1641600000
2022/1/9,Total,China,35638.98287,1641686400
2022/1/10,Total,China,36333.8342,1641772800
2022/1/11,Total,China,36065.7424,1641859200
2022/1/12,Total,China,36144.34825,1641945600
2022/1/13,Total,China,35940.47612,1642032000
2022/1/14,Total,China,35629.01973,1642118400
2022/1/15,Total,China,34957.49981,1642204800
2022/1/16,Total,China,35137.38438,1642291200
2022/1/17,Total,China,35176.35403,1642377600
2022/1/18,Total,China,35229.29936,1642464000
2022/1/19,Total,China,35145.1679,1642550400
2022/1/20,Total,China,35190.57325,1642636800
2022/1/21,Total,China,35070.87779,1642723200
2022/1/22,Total,China,34891.92475,1642809600
2022/1/23,Total,China,34628.0909,1642896000
2022/1/24,Total,China,34361.9723,1642982400
2022/1/25,Total,China,34286.66666,1643068800
2022/1/26,Total,China,33494.82705,1643155200
2022/1/27,Total,China,32849.21514,1643241600
2022/1/28,Total,China,31766.73116,1643328000
2022/1/29,Total,China,30777.57295,1643414400
2022/1/30,Total,China,29604.74206,1643500800
2022/1/31,Total,China,29365.63709,1643587200
2022/2/1,Total,China,24718.90624,1643673600
2022/2/2,Total,China,24648.30351,1643760000
2022/2/3,Total,China,24650.86826,1643846400
2022/2/4,Total,China,24396.01844,1643932800
2022/2/5,Total,China,24186.6872,1644019200
2022/2/6,Total,China,24477.83456,1644105600
2022/2/7,Total,China,25117.42054,1644192000
2022/2/8,Total,China,25888.33386,1644278400
2022/2/9,Total,China,26085.57077,1644364800
2022/2/10,Total,China,25860.32237,1644451200
2022/2/11,Total,China,26098.66091,1644537600
2022/2/12,Total,China,26582.32794,1644624000
2022/2/13,Total,China,26699.10521,1644710400
2022/2/14,Total,China,26680.75767,1644796800
2022/2/15,Total,China,26785.77565,1644883200
2022/2/16,Total,China,27124.27671,1644969600
2022/2/17,Total,China,27849.63507,1645056000
2022/2/18,Total,China,28465.92176,1645142400
2022/2/19,Total,China,29014.53452,1645228800
2022/2/20,Total,China,28726.91349,1645315200
2022/2/21,Total,China,29280.22081,1645401600
2022/2/22,Total,China,29679.39892,1645488000
2022/2/23,Total,China,29741.91658,1645574400
2022/2/24,Total,China,28992.90478,1645660800
2022/2/25,Total,China,27839.33501,1645747200
2022/2/26,Total,China,27248.60594,1645833600
2022/2/27,Total,China,26039.80362,1645920000
2022/2/28,Total,China,26049.30857,1646006400
2022/3/1,Total,China,30964.49966,1646092800
2022/3/2,Total,China,30836.30158,1646179200
2022/3/3,Total,China,30295.86958,1646265600
2022/3/4,Total,China,30208.63675,1646352000
2022/3/5,Total,China,30157.11897,1646438400
2022/3/6,Total,China,30394.32381,1646524800
2022/3/7,Total,China,30224.67402,1646611200
2022/3/8,Total,China,30183.42321,1646697600
2022/3/9,Total,China,30060.54337,1646784000
2022/3/10,Total,China,29555.28961,1646870400
2022/3/11,Total,China,29643.63532,1646956800
2022/3/12,Total,China,29544.829,1647043200
2022/3/13,Total,China,29990.30465,1647129600
2022/3/14,Total,China,29837.40775,1647216000
2022/3/15,Total,China,29680.69278,1647302400
2022/3/16,Total,China,29649.59221,1647388800
2022/3/17,Total,China,30474.70958,1647475200
2022/3/18,Total,China,30804.43504,1647561600
2022/3/19,Total,China,31152.28208,1647648000
2022/3/20,Total,China,30725.82904,1647734400
2022/3/21,Total,China,31236.32581,1647820800
2022/3/22,Total,China,31443.05213,1647907200
2022/3/23,Total,China,30353.14424,1647993600
2022/3/24,Total,China,29117.72324,1648080000
2022/3/25,Total,China,28874.50481,1648166400
2022/3/26,Total,China,28810.93507,1648252800
2022/3/27,Total,China,28347.08851,1648339200
2022/3/28,Total,China,28239.16095,1648425600
2022/3/29,Total,China,28190.45219,1648512000
2022/3/30,Total,China,28995.91728,1648598400
2022/3/31,Total,China,29213.18399,1648684800
2022/4/1,Total,China,30822.78814,1648771200
2022/4/2,Total,China,30171.587,1648857600
2022/4/3,Total,China,29483.3741,1648944000
2022/4/4,Total,China,28931.1596,1649030400
2022/4/5,Total,China,27874.34794,1649116800
2022/4/6,Total,China,28237.89101,1649203200
2022/4/7,Total,China,28993.32245,1649289600
2022/4/8,Total,China,28246.99498,1649376000
2022/4/9,Total,China,27515.00859,1649462400
2022/4/10,Total,China,27754.80823,1649548800
2022/4/11,Total,China,27740.35537,1649635200
2022/4/12,Total,China,28531.06181,1649721600
2022/4/13,Total,China,28923.69539,1649808000
2022/4/14,Total,China,29207.68305,1649894400
2022/4/15,Total,China,28772.3844,1649980800
2022/4/16,Total,China,28073.71832,1650067200
2022/4/17,Total,China,28104.07427,1650153600
2022/4/18,Total,China,28424.22611,1650240000
2022/4/19,Total,China,28065.48417,1650326400
2022/4/20,Total,China,27278.43076,1650412800
2022/4/21,Total,China,26410.6888,1650499200
2022/4/22,Total,China,26321.92102,1650585600
2022/4/23,Total,China,25959.71176,1650672000
2022/4/24,Total,China,26385.22361,1650758400
2022/4/25,Total,China,27131.18039,1650844800
2022/4/26,Total,China,26986.012,1650931200
2022/4/27,Total,China,27072.78171,1651017600
2022/4/28,Total,China,28033.16846,1651104000
2022/4/29,Total,China,28084.39398,1651190400
2022/4/30,Total,China,27602.52249,1651276800
2022/5/1,Total,China,26227.80587,1651363200
2022/5/2,Total,China,26099.1627,1651449600
2022/5/3,Total,China,26474.91273,1651536000
2022/5/4,Total,China,25990.01921,1651622400
2022/5/5,Total,China,26466.03072,1651708800
2022/5/6,Total,China,27126.35058,1651795200
2022/5/7,Total,China,27611.94772,1651881600
2022/5/8,Total,China,28282.02296,1651968000
2022/5/9,Total,China,28495.60506,1652054400
2022/5/10,Total,China,28390.48547,1652140800
2022/5/11,Total,China,28778.4112,1652227200
2022/5/12,Total,China,28648.64842,1652313600
2022/5/13,Total,China,28098.32203,1652400000
2022/5/14,Total,China,27751.17487,1652486400
2022/5/15,Total,China,27467.56986,1652572800
2022/5/16,Total,China,26770.45734,1652659200
2022/5/17,Total,China,26333.37941,1652745600
2022/5/18,Total,China,26692.38513,1652832000
2022/5/19,Total,China,27841.62595,1652918400
2022/5/20,Total,China,27865.73624,1653004800
2022/5/21,Total,China,27753.23057,1653091200
2022/5/22,Total,China,27268.43136,1653177600
2022/5/23,Total,China,27381.3326,1653264000
2022/5/24,Total,China,27519.45684,1653350400
2022/5/25,Total,China,27290.41135,1653436800
2022/5/26,Total,China,27329.9042,1653523200
2022/5/27,Total,China,27501.52204,1653609600
2022/5/28,Total,China,27175.77675,1653696000
2022/5/29,Total,China,27054.51879,1653782400
2022/5/30,Total,China,27055.21492,1653868800
2022/5/31,Total,China,27428.35112,1653955200
2022/6/1,Total,China,27120.9611,1654041600
2022/6/2,Total,China,26588.03046,1654128000
2022/6/3,Total,China,25546.06927,1654214400
2022/6/4,Total,China,25932.55721,1654300800
2022/6/5,Total,China,26601.78964,1654387200
2022/6/6,Total,China,27525.73629,1654473600
2022/6/7,Total,China,28001.16656,1654560000
2022/6/8,Total,China,28432.88041,1654646400
2022/6/9,Total,China,28839.50408,1654732800
2022/6/10,Total,China,28944.67106,1654819200
2022/6/11,Total,China,28703.94019,1654905600
2022/6/12,Total,China,27528.96272,1654992000
2022/6/13,Total,China,28291.44825,1655078400
2022/6/14,Total,China,28665.7674,1655164800
2022/6/15,Total,China,29479.81259,1655251200
2022/6/16,Total,China,29697.66442,1655337600
2022/6/17,Total,China,30008.49171,1655424000
2022/6/18,Total,China,30365.35508,1655510400
2022/6/19,Total,China,30514.43277,1655596800
2022/6/20,Total,China,30561.34135,1655683200
2022/6/21,Total,China,31508.80079,1655769600
2022/6/22,Total,China,31840.38467,1655856000
2022/6/23,Total,China,31337.6938,1655942400
2022/6/24,Total,China,31602.45234,1656028800
2022/6/25,Total,China,31782.86786,1656115200
2022/6/26,Total,China,32026.43922,1656201600
2022/6/27,Total,China,32101.85379,1656288000
2022/6/28,Total,China,32183.62637,1656374400
2022/6/29,Total,China,32034.5847,1656460800
2022/6/30,Total,China,32092.30568,1656547200
2022/7/1,Total,China,28606.54546,1656633600
2022/7/2,Total,China,28946.53688,1656720000
2022/7/3,Total,China,27630.66571,1656806400
2022/7/4,Total,China,27960.15357,1656892800
2022/7/5,Total,China,28836.04337,1656979200
2022/7/6,Total,China,29123.15958,1657065600
2022/7/7,Total,China,29441.3461,1657152000
2022/7/8,Total,China,29914.70979,1657238400
2022/7/9,Total,China,30547.52584,1657324800
2022/7/10,Total,China,30526.05644,1657411200
2022/7/11,Total,China,30360.16378,1657497600
2022/7/12,Total,China,30897.58876,1657584000
2022/7/13,Total,China,31828.29194,1657670400
2022/7/14,Total,China,32083.61775,1657756800
2022/7/15,Total,China,32427.3871,1657843200
2022/7/16,Total,China,32411.94405,1657929600
2022/7/17,Total,China,32135.12252,1658016000
2022/7/18,Total,China,31863.8735,1658102400
2022/7/19,Total,China,32324.16204,1658188800
2022/7/20,Total,China,31899.74554,1658275200
2022/7/21,Total,China,31524.18309,1658361600
2022/7/22,Total,China,31917.03227,1658448000
2022/7/23,Total,China,31644.19332,1658534400
2022/7/24,Total,China,31050.70038,1658620800
2022/7/25,Total,China,31584.76082,1658707200
2022/7/26,Total,China,31730.23637,1658793600
2022/7/27,Total,China,32276.97819,1658880000
2022/7/28,Total,China,32380.34896,1658966400
2022/7/29,Total,China,32372.55097,1659052800
2022/7/30,Total,China,32095.9958,1659139200
2022/7/31,Total,China,32107.77226,1659225600
2022/8/1,Total,China,32343.71749,1659312000
2022/8/2,Total,China,33339.26518,1659398400
2022/8/3,Total,China,33547.48426,1659484800
2022/8/4,Total,China,33886.74677,1659571200
2022/8/5,Total,China,33673.15568,1659657600
2022/8/6,Total,China,33522.95816,1659744000
2022/8/7,Total,China,33574.82449,1659830400
2022/8/8,Total,China,33627.37329,1659916800
2022/8/9,Total,China,33086.08359,1660003200
2022/8/10,Total,China,32700.3577,1660089600
2022/8/11,Total,China,33164.00523,1660176000
2022/8/12,Total,China,33565.43029,1660262400
2022/8/13,Total,China,33431.8962,1660348800
2022/8/14,Total,China,33713.14209,1660435200
2022/8/15,Total,China,33413.54661,1660521600
2022/8/16,Total,China,33631.4599,1660608000
2022/8/17,Total,China,33546.17303,1660694400
2022/8/18,Total,China,33202.93584,1660780800
2022/8/19,Total,China,33020.46289,1660867200
2022/8/20,Total,China,32826.8346,1660953600
2022/8/21,Total,China,32379.10076,1661040000
2022/8/22,Total,China,32587.66943,1661126400
2022/8/23,Total,China,32118.05798,1661212800
2022/8/24,Total,China,32190.13339,1661299200
2022/8/25,Total,China,32330.39464,1661385600
2022/8/26,Total,China,31463.01006,1661472000
2022/8/27,Total,China,31085.56956,1661558400
2022/8/28,Total,China,30565.44329,1661644800
2022/8/29,Total,China,30860.81044,1661731200
2022/8/30,Total,China,30835.76348,1661817600
2022/8/31,Total,China,30205.28392,1661904000
2022/9/1,Total,China,31691.39514,1661990400
2022/9/2,Total,China,31061.61891,1662076800
2022/9/3,Total,China,31033.19174,1662163200
2022/9/4,Total,China,30956.24377,1662249600
2022/9/5,Total,China,30612.00765,1662336000
2022/9/6,Total,China,30716.75701,1662422400
2022/9/7,Total,China,31660.72181,1662508800
2022/9/8,Total,China,32224.19979,1662595200
2022/9/9,Total,China,32777.04941,1662681600
2022/9/10,Total,China,31321.66405,1662768000
2022/9/11,Total,China,30662.96278,1662854400
2022/9/12,Total,China,31091.60151,1662940800
2022/9/13,Total,China,31126.17523,1663027200
2022/9/14,Total,China,30996.42169,1663113600
2022/9/15,Total,China,30866.87855,1663200000
2022/9/16,Total,China,31190.06238,1663286400
2022/9/17,Total,China,31466.9748,1663372800
2022/9/18,Total,China,31003.83438,1663459200
2022/9/19,Total,China,30591.86702,1663545600
2022/9/20,Total,China,30617.75495,1663632000
2022/9/21,Total,China,29843.01951,1663718400
2022/9/22,Total,China,29504.52463,1663804800
2022/9/23,Total,China,29512.1203,1663891200
2022/9/24,Total,China,29468.1773,1663977600
2022/9/25,Total,China,29433.79175,1664064000
2022/9/26,Total,China,30117.15178,1664150400
2022/9/27,Total,China,30318.85808,1664236800
2022/9/28,Total,China,30224.84088,1664323200
2022/9/29,Total,China,29972.24088,1664409600
2022/9/30,Total,China,29778.90215,1664496000
2022/10/1,Total,China,27735.75595,1664582400
2022/10/2,Total,China,27894.65755,1664668800
2022/10/3,Total,China,28310.46678,1664755200
2022/10/4,Total,China,28288.07249,1664841600
2022/10/5,Total,China,28693.74724,1664928000
2022/10/6,Total,China,29486.20907,1665014400
2022/10/7,Total,China,29022.27234,1665100800
2022/10/8,Total,China,28501.20363,1665187200
2022/10/9,Total,China,27934.92725,1665273600
2022/10/10,Total,China,27425.06582,1665360000
2022/10/11,Total,China,28145.13323,1665446400
2022/10/12,Total,China,28080.19233,1665532800
2022/10/13,Total,China,28474.03735,1665619200
2022/10/14,Total,China,28383.65262,1665705600
2022/10/15,Total,China,28133.84878,1665792000
2022/10/16,Total,China,27506.68529,1665878400
2022/10/17,Total,China,27248.72702,1665964800
2022/10/18,Total,China,27563.88676,1666051200
2022/10/19,Total,China,27180.11481,1666137600
2022/10/20,Total,China,26888.53562,1666224000
2022/10/21,Total,China,27437.55039,1666310400
2022/10/22,Total,China,27756.51972,1666396800
2022/10/23,Total,China,27581.15818,1666483200
2022/10/24,Total,China,27625.72728,1666569600
2022/10/25,Total,China,27052.30144,1666656000
2022/10/26,Total,China,27762.03785,1666742400
2022/10/27,Total,China,28393.95159,1666828800
2022/10/28,Total,China,28518.31687,1666915200
2022/10/29,Total,China,28635.52786,1667001600
2022/10/30,Total,China,28449.12863,1667088000
2022/10/31,Total,China,28196.4118,1667174400
2022/11/1,Total,China,28489.52064,1667260800
2022/11/2,Total,China,28779.52955,1667347200
2022/11/3,Total,China,29173.98924,1667433600
2022/11/4,Total,China,29411.93284,1667520000
2022/11/5,Total,China,29247.43589,1667606400
2022/11/6,Total,China,28989.91947,1667692800
2022/11/7,Total,China,29613.28771,1667779200
2022/11/8,Total,China,29535.16463,1667865600
2022/11/9,Total,China,29592.66578,1667952000
2022/11/10,Total,China,29821.30023,1668038400
2022/11/11,Total,China,30252.62143,1668124800
2022/11/12,Total,China,30363.14978,1668211200
2022/11/13,Total,China,30807.48871,1668297600
2022/11/14,Total,China,31171.98401,1668384000
2022/11/15,Total,China,30918.19953,1668470400
2022/11/16,Total,China,31311.45584,1668556800
2022/11/17,Total,China,30896.98739,1668643200
2022/11/18,Total,China,30777.8288,1668729600
2022/11/19,Total,China,30891.09699,1668816000
2022/11/20,Total,China,30687.48884,1668902400
2022/11/21,Total,China,30692.60979,1668988800
2022/11/22,Total,China,31200.34068,1669075200
2022/11/23,Total,China,31136.72044,1669161600
2022/11/24,Total,China,30763.83677,1669248000
2022/11/25,Total,China,30606.52077,1669334400
2022/11/26,Total,China,30687.48341,1669420800
2022/11/27,Total,China,30551.83096,1669507200
2022/11/28,Total,China,31075.13369,1669593600
2022/11/29,Total,China,32368.90866,1669680000
2022/11/30,Total,China,33256.11561,1669766400
2022/12/1,Total,China,33174.68513,1669852800
2022/12/2,Total,China,32637.75816,1669939200
2022/12/3,Total,China,32264.70907,1670025600
2022/12/4,Total,China,32818.06166,1670112000
2022/12/5,Total,China,33032.33871,1670198400
2022/12/6,Total,China,33131.30074,1670284800
2022/12/7,Total,China,32961.96849,1670371200
2022/12/8,Total,China,33165.2655,1670457600
2022/12/9,Total,China,33296.94627,1670544000
2022/12/10,Total,China,33513.92249,1670630400
2022/12/11,Total,China,33428.9793,1670716800
2022/12/12,Total,China,33794.67528,1670803200
2022/12/13,Total,China,33790.6874,1670889600
2022/12/14,Total,China,33956.63285,1670976000
2022/12/15,Total,China,33986.59268,1671062400
2022/12/16,Total,China,34037.42232,1671148800
2022/12/17,Total,China,34097.71338,1671235200
2022/12/18,Total,China,34076.96846,1671321600
2022/12/19,Total,China,34072.89515,1671408000
2022/12/20,Total,China,33733.23253,1671494400
2022/12/21,Total,China,33689.17105,1671580800
2022/12/22,Total,China,33794.04038,1671667200
2022/12/23,Total,China,33532.09923,1671753600
2022/12/24,Total,China,33276.20684,1671840000
2022/12/25,Total,China,33751.18171,1671926400
2022/12/26,Total,China,34155.44449,1672012800
2022/12/27,Total,China,34257.53471,1672099200
2022/12/28,Total,China,34603.77185,1672185600
2022/12/29,Total,China,35056.37076,1672272000
2022/12/30,Total,China,34790.53514,1672358400
2022/12/31,Total,China,33820.23512,1672444800
2023/1/1,Total,China,35742.16866,1672531200
2023/1/2,Total,China,36168.06075,1672617600
2023/1/3,Total,China,36674.07611,1672704000
2023/1/4,Total,China,36672.27816,1672790400
2023/1/5,Total,China,36020.67048,1672876800
2023/1/6,Total,China,35442.78741,1672963200
2023/1/7,Total,China,35085.59451,1673049600
2023/1/8,Total,China,34182.68007,1673136000
2023/1/9,Total,China,34128.98106,1673222400
2023/1/10,Total,China,33900.1891,1673308800
2023/1/11,Total,China,33068.8866,1673395200
2023/1/12,Total,China,32198.59095,1673481600
2023/1/13,Total,China,31985.76102,1673568000
2023/1/14,Total,China,32610.05982,1673654400
2023/1/15,Total,China,33388.29121,1673740800
2023/1/16,Total,China,33261.0468,1673827200
2023/1/17,Total,China,33064.35252,1673913600
2023/1/18,Total,China,31594.58042,1674000000
2023/1/19,Total,China,30591.37259,1674086400
2023/1/20,Total,China,29804.97542,1674172800
2023/1/21,Total,China,28818.0556,1674259200
2023/1/22,Total,China,28884.04244,1674345600
2023/1/23,Total,China,28873.15893,1674432000
2023/1/24,Total,China,29268.01463,1674518400
2023/1/25,Total,China,29470.15261,1674604800
2023/1/26,Total,China,29738.34361,1674691200
2023/1/27,Total,China,30309.67589,1674777600
2023/1/28,Total,China,31327.62367,1674864000
2023/1/29,Total,China,31395.10848,1674950400
2023/1/30,Total,China,31462.06133,1675036800
2023/1/31,Total,China,31336.87176,1675123200
2023/2/1,Total,China,26756.81825,1675209600
2023/2/2,Total,China,27796.44598,1675296000
2023/2/3,Total,China,28318.021,1675382400
2023/2/4,Total,China,27958.72407,1675468800
2023/2/5,Total,China,27604.21989,1675555200
2023/2/6,Total,China,28339.24597,1675641600
2023/2/7,Total,China,28526.98593,1675728000
2023/2/8,Total,China,28803.81394,1675814400
2023/2/9,Total,China,29353.23565,1675900800
2023/2/10,Total,China,29281.56987,1675987200
2023/2/11,Total,China,28937.40867,1676073600
2023/2/12,Total,China,28587.23901,1676160000
2023/2/13,Total,China,29250.4476,1676246400
2023/2/14,Total,China,29388.01551,1676332800
2023/2/15,Total,China,29929.09158,1676419200
2023/2/16,Total,China,29493.13531,1676505600
2023/2/17,Total,China,29016.37052,1676592000
2023/2/18,Total,China,28881.57215,1676678400
2023/2/19,Total,China,28394.09761,1676764800
2023/2/20,Total,China,28907.41494,1676851200
2023/2/21,Total,China,29184.70903,1676937600
2023/2/22,Total,China,29694.44979,1677024000
2023/2/23,Total,China,29883.13549,1677110400
2023/2/24,Total,China,29588.52531,1677196800
2023/2/25,Total,China,29109.9179,1677283200
2023/2/26,Total,China,28486.68027,1677369600
2023/2/27,Total,China,27841.47938,1677456000
2023/2/28,Total,China,27939.88705,1677542400
2023/3/1,Total,China,33681.42403,1677628800
2023/3/2,Total,China,33518.39617,1677715200
2023/3/3,Total,China,33533.497,1677801600
2023/3/4,Total,China,32932.68777,1677888000
2023/3/5,Total,China,32149.35882,1677974400
2023/3/6,Total,China,32370.91556,1678060800
2023/3/7,Total,China,31867.37694,1678147200
2023/3/8,Total,China,32184.64619,1678233600
2023/3/9,Total,China,31871.20881,1678320000
2023/3/10,Total,China,31652.75176,1678406400
2023/3/11,Total,China,32089.33259,1678492800
2023/3/12,Total,China,32358.73283,1678579200
2023/3/13,Total,China,32086.39407,1678665600
2023/3/14,Total,China,31615.84248,1678752000
2023/3/15,Total,China,31792.68231,1678838400
2023/3/16,Total,China,32663.6047,1678924800
2023/3/17,Total,China,33089.75712,1679011200
2023/3/18,Total,China,32656.62299,1679097600
2023/3/19,Total,China,32330.03801,1679184000
2023/3/20,Total,China,32087.94686,1679270400
2023/3/21,Total,China,31905.11789,1679356800
2023/3/22,Total,China,32259.3452,1679443200
2023/3/23,Total,China,32120.84649,1679529600
2023/3/24,Total,China,32802.47608,1679616000
2023/3/25,Total,China,32747.92921,1679702400
2023/3/26,Total,China,32218.54933,1679788800
2023/3/27,Total,China,31970.33255,1679875200
2023/3/28,Total,China,31719.41787,1679961600
2023/3/29,Total,China,31173.77778,1680048000
2023/3/30,Total,China,31276.87876,1680134400
2023/3/31,Total,China,30292.49599,1680220800
2023/4/1,Total,China,30014.74195,1680307200
2023/4/2,Total,China,29661.73658,1680393600
2023/4/3,Total,China,30169.33381,1680480000
2023/4/4,Total,China,30682.41769,1680566400
2023/4/5,Total,China,30333.01967,1680652800
2023/4/6,Total,China,30787.51749,1680739200
2023/4/7,Total,China,30124.08855,1680825600
2023/4/8,Total,China,29623.2936,1680912000
2023/4/9,Total,China,28763.57636,1680998400
2023/4/10,Total,China,28774.34363,1681084800
2023/4/11,Total,China,29631.99709,1681171200
2023/4/12,Total,China,29847.41844,1681257600
2023/4/13,Total,China,30206.68981,1681344000
2023/4/14,Total,China,30275.915,1681430400
2023/4/15,Total,China,29883.36503,1681516800
2023/4/16,Total,China,29841.73924,1681603200
2023/4/17,Total,China,29397.90868,1681689600
2023/4/18,Total,China,29864.92687,1681776000
2023/4/19,Total,China,30019.93588,1681862400
2023/4/20,Total,China,30251.29554,1681948800
2023/4/21,Total,China,29985.92793,1682035200
2023/4/22,Total,China,30017.72656,1682121600
2023/4/23,Total,China,30448.4715,1682208000
2023/4/24,Total,China,30592.46468,1682294400
2023/4/25,Total,China,30335.86945,1682380800
2023/4/26,Total,China,29454.52359,1682467200
2023/4/27,Total,China,28858.81146,1682553600
2023/4/28,Total,China,29303.97128,1682640000
2023/4/29,Total,China,28611.85201,1682726400
2023/4/30,Total,China,28039.84801,1682812800
2023/5/1,Total,China,26359.95517,1682899200
2023/5/2,Total,China,26262.25171,1682985600
2023/5/3,Total,China,27836.01222,1683072000
2023/5/4,Total,China,29099.38543,1683158400
2023/5/5,Total,China,29437.23346,1683244800
2023/5/6,Total,China,29245.17513,1683331200
2023/5/7,Total,China,28774.05754,1683417600
2023/5/8,Total,China,29060.39631,1683504000
2023/5/9,Total,China,29490.31305,1683590400
2023/5/10,Total,China,30108.54356,1683676800
2023/5/11,Total,China,29706.93979,1683763200
2023/5/12,Total,China,29198.33339,1683849600
2023/5/13,Total,China,28971.49321,1683936000
2023/5/14,Total,China,28717.97932,1684022400
2023/5/15,Total,China,28849.51321,1684108800
2023/5/16,Total,China,28689.381,1684195200
2023/5/17,Total,China,29272.79477,1684281600
2023/5/18,Total,China,29448.01239,1684368000
2023/5/19,Total,China,29052.42307,1684454400
2023/5/20,Total,China,29043.04969,1684540800
2023/5/21,Total,China,28890.47005,1684627200
2023/5/22,Total,China,29402.61409,1684713600
2023/5/23,Total,China,29654.6364,1684800000
2023/5/24,Total,China,29071.9921,1684886400
2023/5/25,Total,China,29275.87957,1684972800
2023/5/26,Total,China,29548.42317,1685059200
2023/5/27,Total,China,29612.85538,1685145600
2023/5/28,Total,China,29718.18537,1685232000
2023/5/29,Total,China,30190.4706,1685318400
2023/5/30,Total,China,30794.58332,1685404800
2023/5/31,Total,China,31018.99852,1685491200
2023/6/1,Total,China,29114.87799,1685577600
2023/6/2,Total,China,29308.00205,1685664000
2023/6/3,Total,China,29123.13731,1685750400
